Code Number,Summary
24301,"In this procedure, the provider moves the tendons or muscles from the upper arm or elbow, allowing the patient to regain full function of the affected area without reducing the the function of the graft harvest area."
24305,"In this procedure the provider surgically increases the length of a tendon of the upper arm or elbow, to release the contracture. "
24310,In this procedure the provider makes an incision over the elbow and upper arm area to expose and incise the tendon and release the contracture.
24330,In this procedure the provider increases elbow flexion strength by transferring the group of flexor muscles from the medial condyle of the humerus to a few inches up on the humeral bone surface. 
24341,"In this procedure, the provider repairs a tendon or muscle wound in the upper arm or elbow."
24344,In this procedure the provider repairs the damaged collateral ligament on the elbow end or in the middle of the collateral ligament with the help of a tendon graft.
24345,"In this procedure, the provider repairs damage or injured medial collateral ligament, MCL, of the elbow using local tissue."
24350,No Summary found for this code
24352,No Summary found for this code
24357,"In this procedure, the provider breaks up scar tissue by poking the enthesis several times with a needle. The goal is to improve vascularization and relieve the contracture of the tendon caused by the scar tissue."
24358,"In this procedure, the provider incises the medial or lateral site of a tenotomy for debridement of the fibrosed tissue to relieve the contracture of the tendon."
24361,"In this procedure, the provider performs elbow joint arthroplasty in which he replaces the arthritic end of the humerus bone with a prosthesis."
24470,"In this procedure, the provider uses a technique such as stapling or placing a plate in part of the epiphyseal area near the elbow to halt growth."
24498,In this procedure the provider strengthens a weak area of the humerus bone. He performs the procedure with the help of various fixation devices to prevent any impending fracture.
24515,"The provider treats a fracture of the humeral shaft, the bone in the upper arm, in an open procedure. He makes an incision over the arm to access the fracture. He secures it with wires and screws and may use a cerclage technique, encircling the bone with wire."
24576,"The provider treats a fracture of a condyle of the humerus, one of two rounded projections at the top of the upper arm bone, in a closed procedure. He does not make an incision or use manipulation."
