facility_desc,site_address1,site_address2,site_city,site_zip,site_x_coordinate,site_y_coordinate,oshpd_id,license_type_desc,license_category_desc,license_number,facility_level_desc,er_service_level_desc,licensed_beds,facility_status_desc,financial_facility_count,consolidated_facility_desc_pipe,consolidated_facility_desc_comma,period_begin_date,period_end_date,net_pat_rev_medicare_traditional_ip,net_pat_rev_medicare_managed_ip,net_pat_rev_medi_cal_traditional_ip,net_pat_rev_medi_cal_managed_ip,net_pat_rev_county_indigent_traditional_ip,net_pat_rev_county_indigent_managed_ip,net_pat_rev_third_party_traditional_ip,net_pat_rev_third_party_managed_ip,net_pat_rev_other_indigent_ip,net_pat_rev_other_payer_ip,net_pat_rev_total_ip,net_pat_rev_medicare_traditional_op,net_pat_rev_medicare_managed_op,net_pat_rev_medi_cal_traditional_op,net_pat_rev_medi_cal_managed_op,net_pat_rev_county_indigent_traditional_op,net_pat_rev_county_indigent_managed_op,net_pat_rev_third_party_traditional_op,net_pat_rev_third_party_managed_op,net_pat_rev_other_indigent_op,net_pat_rev_other_payer_op,net_pat_rev_total_op,payer_mix_medicare_traditional_ip,payer_mix_medicare_traditional_ip_state,payer_mix_medicare_managed_ip,payer_mix_medicare_managed_ip_state,payer_mix_medi_cal_traditional_ip,payer_mix_medi_cal_traditional_ip_state,payer_mix_medi_cal_managed_ip,payer_mix_medi_cal_managed_ip_state,payer_mix_county_indigent_traditional_ip,payer_mix_county_indigent_traditional_ip_state,payer_mix_county_indigent_managed_ip,payer_mix_county_indigent_managed_ip_state,payer_mix_third_party_traditional_ip,payer_mix_third_party_traditional_ip_state,payer_mix_third_party_managed_ip,payer_mix_third_party_managed_ip_state,payer_mix_other_indigent_ip,payer_mix_other_indigent_ip_state,payer_mix_other_payer_ip,payer_mix_other_payer_ip_state,payer_mix_medicare_traditional_op,payer_mix_medicare_traditional_op_state,payer_mix_medicare_managed_op,payer_mix_medicare_managed_op_state,payer_mix_medi_cal_traditional_op,payer_mix_medi_cal_traditional_op_state,payer_mix_medi_cal_managed_op,payer_mix_medi_cal_managed_op_state,payer_mix_county_indigent_traditional_op,payer_mix_county_indigent_traditional_op_state,payer_mix_county_indigent_managed_op,payer_mix_county_indigent_managed_op_state,payer_mix_third_party_traditional_op,payer_mix_third_party_traditional_op_state,payer_mix_third_party_managed_op,payer_mix_third_party_managed_op_state,payer_mix_other_indigent_op,payer_mix_other_indigent_op_state,payer_mix_other_payer_op,payer_mix_other_payer_op_state,avg_stay_medicare_traditional,avg_stay_medicare_managed,avg_stay_medi_cal_traditional,avg_stay_medi_cal_managed,avg_stay_county_indigent_traditional,avg_stay_county_indigent_managed,avg_stay_third_party_traditional,avg_stay_third_party_managed,avg_stay_other_indigent_total,avg_stay_other_payer_total,avg_stay_total,active_projects,active_project_costs,active_projects_state,active_project_costs_state,spc_1,spc_2,spc_3,spc_4,spc_5,spc_1_state,spc_2_state,spc_3_state,spc_4_state,spc_5_state,sysdate
"SONOMA COUNTY INDIAN HEALTH PROJECT, INC",144 STONY POINT RD,,SANTA ROSA,95401,-122.743651,38.440487,306491021,Clinic,Community Clinic,110000047,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
FMC DIALYSIS OF SANTA ROSA,1020 2ND ST,,SANTA ROSA,95404,-122.705269,38.442244,306490918,Clinic,Chronic Dialysis Clinic,110000431,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
LOGAN HEALTH CENTER,1800 H ST,STE 3,UNION CITY,94587,-122.02661,37.59134,306014112,Clinic,Community Clinic,140000504,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GOLDEN VALLEY HEALTH CENTER - MERCED,847 W CHILDS AVE,,MERCED,95341,-120.49794,37.28823,306240945,Clinic,Community Clinic,40000180,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
WEST BERKELEY FAMILY PRACTICE,2031 6TH ST,,BERKELEY,94710,-122.29735,37.86703,306014113,Clinic,Community Clinic,140000503,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
JHA GERIATRIC CLINIC,18855 VICTORY BLVD,,RESEDA,91335,-118.54454,34.18661,306194783,Clinic,Community Clinic,960000928,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
ELDORADO COMMUNITY SERVICE CENTER,4023 MARINE AVE,,LAWNDALE,90260,-118.34444,33.89475,306194784,Clinic,Community Clinic,960000924,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
RAI - HOSPITAL CIRCLE - WESTMINSTER ,290 HOSPITAL CIR,,WESTMINSTER,92683,-117.99551,33.76234,306304199,Clinic,Chronic Dialysis Clinic,80000692,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
PLANNED PARENTHOOD LOS ANGELES POMONA CENTER,1550 N GAREY AVE,,POMONA,91767,-117.75223,34.0735,306190905,Clinic,Community Clinic,960000286,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
CENTER FOR ELDERS INDEPENDENCE (CLINIC),1955 SAN PABLO AVE,,OAKLAND,94612,-122.27314,37.80983,306014116,Clinic,Community Clinic,140000509,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
THE CHILDREN'S HEALTH COUNCIL,650 CLARK WAY,,PALO ALTO,94304,-122.17834,37.43928,306434097,Clinic,Psychology Clinic,220000427,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
BELL GARDENS COMMUNITY HEALTH CENTER,6912 AJAX AVE,,BELL GARDENS,90201,-118.16294,33.96996,306194813,Clinic,Community Clinic,550000019,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
QUEENSCARE HEALTH CENTERS,4618 FOUNTAIN AVE,,LOS ANGELES,90029,-118.29034,34.09558,306194816,Clinic,Community Clinic,960000926,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
VENICE FAMILY CLINIC - ROBERT LEVINE FAMILY HEALTH. ,905 VENICE BLVD,,VENICE,90291,-118.454341,33.99358,306194818,Clinic,Community Clinic,960000959,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
VENICE FAMILY CLINIC SIMMS/MANN HEALTH AND WELLNESS CENTER,2509 PICO BLVD,,SANTA MONICA,90405,-118.463371,34.02333,306194819,Clinic,Community Clinic,960000960,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
CASA PACIFICA HEALTH CLINIC,1722 S LEWIS RD,,CAMARILLO,93012,-119.03664,34.18693,306564078,Clinic,Community Clinic,50000417,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
PLANNED PARENTHOOD LOS ANGELES - WHITTIER CENTER,7655 GREENLEAF AVE,,WHITTIER,90602,-118.03742,33.97265,306194820,Clinic,Community Clinic,960000962,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
TRUECARE,2210 MESA DR ,STE 300,OCEANSIDE,92054,-117.35813,33.20795,306374200,Clinic,Community Clinic,80000531,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
RAMONA PREGNANCY CARE CLINIC,1530 MAIN ST,STE 6,RAMONA,92065,-116.87732,33.03717,306374202,Clinic,Free Clinic,80000534,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
LOS ALAMITOS HEMODIALYSIS CENTER,3810 KATELLA AVE,,LOS ALAMITOS,90720,-118.06666,33.80299,306301701,Clinic,Chronic Dialysis Clinic,80000683,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"SANTA CLARITA KIDNEY CENTER, INC.",23861 MCBEAN PKWY ,STE 11,VALENCIA,91355,-118.55383,34.39593,306194833,Clinic,Chronic Dialysis Clinic,930000242,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
SOUTHWEST COMMUNITY HEALTH CENTER,751 LOMBARDI CT,,SANTA ROSA,95407,-122.74859,38.42789,306494058,Clinic,Community Clinic,110000300,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
BEACH AREA FAMILY HEALTH CENTER,3705 MISSION BLVD,,SAN DIEGO,92109-7368,-117.25247,32.78268,306370847,Clinic,Community Clinic,80000115,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
LOGAN HEIGHTS FAMILY HEALTH CENTER,1809 NATIONAL AVE,,SAN DIEGO,92113-2113,-117.146708,32.701404,306370813,Clinic,Community Clinic,90000113,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
SANTA CLARITA MEDICAL AND MENTAL HEALTH SERVICES,24625 ARCH ST,,NEWHALL,91321,-118.52894,34.38461,306194836,Clinic,Community Clinic,960000933,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
RAI - MISSION GORGE - SAN DIEGO,7007 MISSION GORGE RD,STE 1,SAN DIEGO,92120,-117.09128,32.80034,306374207,Clinic,Chronic Dialysis Clinic,80000538,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
FRESENIUS MEDICAL CARE BALBOA EAST COUNTY,570 N 2ND ST,,EL CAJON,92021,-116.93711,32.801881,306374208,Clinic,Chronic Dialysis Clinic,80000539,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ROUND VALLEY INDIAN HEALTH CENTER, INC.",STATE HWY 162 AND BIGGAR LN,,COVELO,95428,-123.24811,39.80976,306231463,Clinic,Community Clinic,110000097,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
ALLIANCE MEDICAL CENTER ,1381 UNIVERSITY ST,,HEALDSBURG,95448,-122.863781,38.627718,306491404,Clinic,Community Clinic,110000096,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
AXIS COMMUNITY HEALTH,4361 RAILROAD AVE,,PLEASANTON,94566,-121.87371,37.66145,306010834,Clinic,Community Clinic,140000043,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
LOS ANGELES CHRISTIAN HEALTH CENTERS,311 WINSTON ST,,LOS ANGELES,90013,-118.24471,34.04541,306194839,Clinic,Community Clinic,960000972,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
EASTSIDE NEIGHBORHOOD CLINIC,915 N MILPAS ST,,SANTA BARBARA,93103,-119.69091,34.43036,306421172,Clinic,Community Clinic,50000113,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
IMPERIAL BEACH HEALTH CENTER,949 PALM AVE,,IMPERIAL BEACH,91932,-117.11343,32.5838,306370876,Clinic,Community Clinic,90000119,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
CARENET PREGNANCY CENTER OF TRI COUNTIES,2460 ATHENS AVE,,REDDING,96001,-122.376906,40.574379,306451611,Clinic,Free Clinic,230000347,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
WELLSPACE HEALTH J STREET COMMUNITY HEALTH CENTER,1820 J ST,,SACRAMENTO,95811,-121.48154,38.57709,306341898,Clinic,Community Clinic,30000139,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
OLE HEALTH,1141 PEAR TREE LN,,NAPA,94558,-122.29198,38.32128,306281467,Clinic,Community Clinic,110000098,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
CLINICAS DEL CAMINO REAL INC MARAVILLA,450 W CLARA ST,,OXNARD,93033-8363,-119.18223,34.15112,306564083,Clinic,Community Clinic,50000461,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
CHENMING & MARGARET HU MEDICAL CENTER,818 WEBSTER ST,,OAKLAND,94607-4220,-122.27117,37.79947,306011006,Clinic,Community Clinic,140000125,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"TIBURCIO VASQUEZ HEALTH CENTER, INC.",33255  9TH ST,,UNION CITY,94587-2137,-122.02599,37.60277,306011057,Clinic,Community Clinic,140000137,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
SURGECENTER OF PALO ALTO,795 EL CAMINO REAL,,PALO ALTO,94301,-122.16183,37.43908,306431040,Clinic,Surgical Clinic,220000424,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
MAR MONTE COMMUNITY CLINIC,2470 ALVIN AVE,STE 60,SAN JOSE,95121,-121.82685,37.31946,306430761,Clinic,Community Clinic,70000036,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
PLANNED PARENTHOOD,1691 THE ALAMEDA,,SAN JOSE,95126,-121.91905,37.33727,306430976,Clinic,Community Clinic,70000101,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
RAI - NORTH CALIFORNIA - STOCKTON,2350 N CALIFORNIA ST,,STOCKTON,95204,-121.29083,37.97502,306391605,Clinic,Chronic Dialysis Clinic,110000446,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
DUARTE MONROVIA DIALYSIS ,900 S MOUNTAIN AVE,,MONROVIA,91016,-117.98625,34.14287,306194857,Clinic,Chronic Dialysis Clinic,930000881,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GOLDEN VALLEY HEALTH CENTER - LOS BANOS,821 TEXAS AVE,,LOS BANOS,93635,-120.86064,37.06389,306242279,Clinic,Community Clinic,40000215,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
ASH TREE DIALYSIS ,2666 N GROVE INDUSTRIAL DR,STE 106,FRESNO,93727,-119.72999,36.7744,306101074,Clinic,Chronic Dialysis Clinic,240000786,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
UNITED HEALTH CTRS OF SAN JOAQUIN VALLEY - PARLIER,650 S ZEDIKER AVE,,PARLIER,93648,-119.52103,36.60494,306101191,Clinic,Community Clinic,40000189,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
THE CENTER FOR HEALTH & PREVENTION,705 GRAND AVE,,SAN LUIS OBISPO,93401,-120.65325,35.29018,306400771,Clinic,Community Clinic,50000084,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
DOCTORS DIALYSIS CENTER OF MONTEBELLO,1721 W WHITTIER BLVD,,MONTEBELLO,90640,-118.12018,34.01251,306194862,Clinic,Chronic Dialysis Clinic,930000882,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
FREE CLINIC OF SIMI VALLEY,2060 TAPO ST,,SIMI VALLEY,93063,-118.70891,34.27274,306560832,Clinic,Free Clinic,50000088,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
NORTHEAST VALLEY HEALTH - PACOIMA HEALTH CENTER,12756 VAN NUYS BLVD,,PACOIMA,91331,-118.410641,34.27388,306190962,Clinic,Community Clinic,960000189,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
30TH STREET COMMUNITY CLINIC,225 30TH ST,,SAN FRANCISCO,94131,-122.4252,37.742166,306384044,Clinic,Community Clinic,220000349,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
COMPTON COMMUNITY HEMODIALYSIS CENTER,801 W COMPTON BLVD,,COMPTON,90220,-118.23812,33.89592,306190961,Clinic,Chronic Dialysis Clinic,930000397,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
PALM SPRINGS DIALYSIS,1061 N INDIAN CANYON DR ,,PALM SPRINGS,92262,-116.54563,33.83709,306330002,Clinic,Chronic Dialysis Clinic,240000800,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
RIVERSIDE DIALYSIS CENTER,4361 LATHAM ST,STE 100,RIVERSIDE,92501,-117.37413,34.00207,306331863,Clinic,Chronic Dialysis Clinic,240000802,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
